R;G;B;A;Count
0;255;255;63;5
0;255;255;65;6
0;255;255;66;9
0;255;255;64;4
0;255;255;52;8
0;255;255;39;9
0;255;255;72;4
0;255;255;78;5
0;255;255;84;6
0;255;255;79;3
0;255;255;73;7
0;255;255;67;6
0;255;255;59;10
0;255;255;51;10
0;255;255;41;2
0;255;255;71;4
0;255;255;80;4
0;255;255;97;5
0;255;255;102;9
0;255;255;105;5
0;255;255;53;3
0;255;255;86;4
0;255;255;128;4
0;255;255;129;1
0;255;255;126;4
0;255;255;120;6
0;255;255;112;5
0;255;255;117;3
0;255;255;141;2
0;255;255;149;2
0;255;255;153;1
0;255;255;133;4
0;255;255;121;2
0;255;255;107;3
0;255;255;93;2
0;255;255;55;4
0;255;255;85;6
0;255;255;163;3
0;255;255;172;1
0;255;255;177;1
0;255;255;166;1
0;255;255;154;2
0;255;255;140;2
0;255;255;124;4
0;255;255;114;4
0;255;255;169;1
0;255;255;183;2
0;255;255;196;1
0;255;255;187;2
0;255;255;158;2
0;255;255;68;6
0;255;255;106;1
0;255;255;167;1
0;255;255;206;1
0;255;255;191;1
0;255;255;113;3
0;255;255;99;2
0;255;255;77;4
0;255;255;151;1
0;255;255;58;5
0;255;255;75;4
0;255;255;147;1
0;255;255;81;3
0;255;255;110;5
0;255;255;161;1
0;255;255;122;2
0;255;255;108;2
0;255;255;89;3
0;255;255;70;1
0;255;255;144;1
0;255;255;87;3
89;89;89;255;27
129;129;129;255;52
62;62;62;255;11
33;33;33;255;139
127;25;25;255;5
84;0;0;255;6
55;27;4;255;16
0;55;0;255;9
255;251;187;255;42
34;34;34;255;148
0;255;255;0;43
0;186;187;255;13
0;255;255;148;2
0;255;255;170;1
0;255;255;157;2
0;255;255;203;1
0;255;255;181;1
0;255;255;111;1
0;255;255;127;1
0;255;255;138;1
0;255;255;104;1
148;98;59;255;39
198;151;115;255;86
94;62;37;255;11
32;137;197;255;12
75;159;207;255;23
43;83;108;255;4
166;119;173;255;12
182;143;188;255;16
86;42;93;255;12
108;53;116;255;10
62;30;67;255;2
176;94;44;255;29
174;39;0;255;28
231;53;0;255;45
123;28;0;255;15
142;76;35;255;5
67;139;183;255;216
43;87;119;255;56
179;135;7;255;83
201;201;201;255;98
200;200;200;255;12
16;16;16;255;11
15;15;15;255;11
255;153;176;255;1090
255;101;136;255;505
255;205;216;255;4
179;53;91;255;94
255;175;193;255;3
127;123;123;255;1
255;255;255;102;169
30;132;190;255;18
185;164;132;255;15
20;91;132;255;20
135;112;77;255;5
123;43;127;255;46
111;89;40;255;32
155;126;60;255;31
81;65;29;255;24
52;42;18;255;3
48;43;43;255;79
74;62;65;255;41
36;33;33;255;71
115;7;37;255;8
23;21;21;255;12
181;13;13;255;7
225;19;19;255;7
148;118;127;255;6
0;127;0;255;6
218;131;131;255;3
194;131;131;255;1
233;230;118;255;22
194;189;31;255;8
203;143;9;255;7
101;84;80;255;65
142;118;112;255;73
71;59;56;255;22
190;136;136;255;54
218;187;187;255;88
236;220;220;255;5
169;98;98;255;8
187;227;251;255;220
93;53;99;255;27
124;71;132;255;39
59;34;63;255;17
12;0;0;255;100
202;153;154;255;265
224;196;196;255;409
179;112;114;255;108
84;112;74;255;6
211;176;143;255;1
130;163;118;255;18
211;160;116;255;9
171;125;99;255;26
59;153;59;255;17
95;193;95;255;25
172;223;172;255;7
47;122;47;255;5
170;208;220;255;18
208;198;0;255;23
89;45;46;255;11
196;143;144;255;29
239;226;226;255;6
166;88;90;255;12
11;27;51;255;234
142;118;166;255;65
172;162;195;255;119
110;87;133;255;24
45;57;79;255;94
58;74;104;255;97
67;86;121;255;78
34;43;59;255;24
153;84;84;255;4
105;56;57;255;2
158;84;86;255;24
196;173;139;255;43
216;201;178;255;76
173;141;94;255;20
143;115;73;255;7
138;158;178;255;8
128;137;158;255;14
176;94;94;255;14
154;54;55;255;2
165;74;74;255;6
117;117;139;255;10
106;104;125;255;2
127;110;131;255;176
65;53;63;255;14
97;82;98;255;68
165;138;110;255;17
221;196;168;255;18
133;108;83;255;21
210;150;71;255;29
107;100;100;255;50
139;130;130;255;67
81;75;75;255;14
93;82;59;255;17
123;108;78;255;28
63;47;38;255;37
86;65;53;255;58
72;64;46;255;5
47;35;28;255;14
58;73;50;255;18
75;93;64;255;20
44;55;38;255;6
42;42;43;255;2
35;35;37;255;56
104;24;24;255;6
112;32;32;255;1
90;70;41;255;9
215;179;95;255;42
153;109;109;255;32
147;122;122;255;32
62;31;5;255;25
107;79;79;255;19
148;110;110;255;45
186;151;80;255;58
223;204;130;255;24
255;191;191;0;1
128;102;50;255;22
108;172;126;255;36
179;247;207;255;62
172;137;185;255;7
200;92;174;255;51
216;138;197;255;59
231;184;220;255;54
165;55;138;255;5
194;153;55;255;22
134;104;22;255;14
1;0;0;255;137
127;98;87;0;41
127;98;87;255;61
196;151;133;255;114
86;67;60;255;41
7;1;1;255;143
134;98;100;255;51
202;150;153;255;38
85;62;63;255;49
115;99;87;255;15
237;188;186;0;28
229;218;90;255;8
255;247;153;255;24
181;172;70;255;2
255;251;204;255;5
225;138;136;255;32
237;188;186;255;19
181;78;75;255;17
19;19;19;255;31
218;218;218;255;4
5;5;5;0;3
67;40;13;255;57
96;57;19;255;65
124;74;25;255;8
47;28;9;255;61
31;18;6;255;15
31;18;6;0;5
18;18;18;255;30
73;122;141;255;4
109;207;246;255;59
255;255;0;255;129
125;202;154;255;2
141;198;63;255;27
89;117;50;255;4
121;0;0;255;132
85;85;85;255;23
138;138;138;255;1
111;111;111;255;1
154;154;154;255;6
81;155;184;255;10
81;155;184;0;3
155;69;109;255;27
155;69;109;0;78
240;110;170;255;37
104;46;73;255;13
171;76;120;0;1
104;46;73;0;2
227;140;140;0;2
227;140;140;255;35
244;210;210;255;54
176;42;42;255;24
218;103;103;255;10
176;42;42;0;35
113;26;26;255;12
222;167;167;255;50
140;104;104;255;16
255;242;0;255;166
140;104;104;0;4
168;168;168;255;12
90;84;84;255;2
107;10;10;255;8
181;18;18;255;31
216;35;35;255;29
238;77;120;255;87
164;6;212;255;46
20;68;182;255;4
65;2;85;255;2
156;200;205;255;20
134;171;176;255;5
135;135;136;255;2
49;54;59;255;56
69;76;80;255;58
36;36;36;255;35
61;61;61;255;73
179;29;51;255;4
0;49;165;0;17
175;0;0;0;1
175;0;0;255;49
137;0;0;255;37
38;158;34;255;36
35;127;29;255;37
160;0;0;255;1
28;102;23;255;7
152;184;238;255;17
219;231;250;255;16
183;183;183;255;67
226;194;49;255;30
42;42;42;255;85
154;199;205;255;13
136;104;101;255;26
219;200;198;255;53
82;46;46;255;9
107;49;49;255;2
134;173;121;255;21
239;174;174;255;13
122;122;122;255;4
226;226;226;255;69
131;214;234;255;164
131;214;234;0;29
80;145;161;255;70
99;45;19;255;15
101;47;20;255;1
73;45;15;255;3
85;53;20;255;10
133;68;34;255;1
179;110;47;255;1
117;43;42;255;36
227;198;197;0;1
188;47;45;255;11
117;43;42;0;2
195;163;168;255;41
225;211;211;255;78
168;126;133;255;6
5;0;0;0;23
178;172;172;255;13
113;92;84;255;16
77;63;58;0;7
141;137;137;255;167
77;63;58;255;296
97;87;87;255;49
48;35;24;255;53
102;93;93;255;2
200;153;72;255;12
152;113;45;255;4
97;87;87;0;3
141;137;137;0;1
255;245;244;255;53
255;150;145;255;24
104;104;104;255;12
168;142;117;255;44
206;184;163;255;75
127;99;73;255;25
150;21;25;255;9
254;254;254;255;25
230;0;0;255;75
154;0;0;255;48
185;207;252;255;78
132;171;249;255;61
218;237;230;255;110
147;180;237;255;20
189;207;237;255;29
96;81;81;255;81
147;134;134;255;43
84;19;19;255;36
127;29;29;255;43
68;59;59;255;23
53;12;12;255;3
0;255;38;0;257
255;193;193;255;4
96;62;50;255;19
145;112;100;255;49
201;229;174;255;1
189;129;113;255;26
209;167;155;255;17
165;90;75;255;19
198;104;87;255;4
137;67;55;255;10
210;136;123;255;5
203;121;108;255;6
66;72;76;255;13
81;153;173;255;36
124;195;206;255;45
186;225;231;255;13
66;125;154;255;14
66;125;154;0;1
186;225;231;0;6
81;153;173;0;21
124;195;206;0;7
109;176;194;0;1
191;248;255;255;61
239;253;255;255;39
186;248;255;255;4
71;202;255;255;21
127;242;255;255;50
127;229;255;255;1
28;28;28;255;42
39;39;39;255;60
158;158;158;255;19
8;8;8;255;16
109;68;25;255;6
234;234;234;255;49
196;0;0;255;11
92;78;117;255;137
57;43;81;255;126
123;99;150;255;74
81;55;49;255;19
145;103;85;255;19
96;59;57;255;12
63;25;21;255;32
130;86;83;255;4
92;7;9;255;44
92;7;9;0;45
102;51;50;255;14
43;31;21;0;280
43;31;21;255;457
97;68;45;255;185
137;94;67;255;429
97;68;45;0;8
71;51;33;255;483
57;41;27;255;163
145;127;107;255;461
180;158;135;255;895
112;98;83;255;270
84;73;62;255;13
50;37;20;255;14
37;27;18;0;259
37;27;18;255;580
83;58;39;255;148
118;81;58;255;84
61;44;28;255;443
83;58;39;0;8
49;35;23;255;164
73;52;34;255;220
125;109;92;255;492
156;136;116;255;608
96;84;71;255;332
72;63;53;255;25
183;163;144;255;11
159;152;94;255;158
43;32;17;255;28
68;59;49;255;7
145;40;55;255;275
96;26;36;255;75
192;53;73;255;254
231;204;222;255;36
76;71;81;255;194
77;96;122;255;144
65;81;103;255;25
219;215;232;255;20
204;229;227;255;6
229;229;229;255;3
149;141;177;255;7
51;51;51;0;107
206;206;206;255;6
76;42;0;255;72
15;14;9;255;104
223;185;0;255;40
168;123;0;255;12
127;125;112;255;20
181;179;159;255;17
234;232;206;255;9
248;233;187;255;1
158;113;46;255;795
198;143;60;255;813
191;191;191;255;104
119;84;34;255;156
65;65;65;255;284
93;93;93;0;9346
65;65;65;0;171
138;138;138;0;50
121;121;121;255;410
179;179;179;255;96
176;176;176;255;8
131;131;131;255;273
170;170;170;255;259
131;131;131;0;1245
81;81;81;0;8272
170;255;170;255;42
140;191;140;255;21
175;255;135;255;195
129;255;67;255;101
106;106;106;255;128
227;227;227;255;46
198;198;198;255;241
125;91;43;255;40
255;253;209;255;8
217;162;79;255;52
255;209;98;255;76
187;187;187;0;6
112;68;58;255;490
134;75;70;255;528
90;73;67;255;136
59;40;36;255;92
71;49;44;255;66
59;40;36;0;338
95;77;71;255;114
37;33;31;255;136
65;54;50;255;344
46;41;39;255;60
51;33;31;255;124
51;33;31;0;13389
53;44;40;255;314
42;27;24;255;142
45;37;34;255;32
36;22;20;255;30
99;38;38;255;4
121;0;0;0;2734
96;35;35;255;14
89;28;28;255;24
128;160;187;255;28
145;184;208;255;24
96;110;123;255;2
98;25;25;255;136
109;29;29;255;114
68;46;42;255;28
58;53;51;255;4
54;48;47;255;8
42;37;37;255;16
82;13;12;255;2
169;215;241;255;4
197;125;31;255;64
222;145;45;255;31
239;200;150;255;4
161;102;25;255;22
0;174;240;255;25
0;133;184;255;10
130;255;255;255;2
161;197;219;255;3
35;71;95;255;10
217;128;128;255;6
255;243;243;255;1
237;237;237;255;4
155;155;155;255;14
191;190;46;255;65
209;208;67;255;58
232;232;161;255;7
160;160;38;255;28
63;72;157;255;21
82;92;185;255;17
236;201;166;255;1
217;147;76;255;7
169;174;220;255;3
179;114;28;255;20
143;91;22;255;15
0;135;136;255;23
226;190;143;255;1
128;195;196;255;2
217;185;142;255;1
0;89;89;255;10
200;165;244;0;62
201;165;244;0;49
200;164;245;0;36
201;164;245;0;13
200;165;244;3;2
200;165;244;5;8
200;164;245;7;1
200;165;244;8;6
201;165;244;9;1
201;165;244;8;2
201;165;244;7;5
201;165;244;3;2
200;165;244;1;6
201;165;244;10;6
201;165;244;13;4
201;165;244;17;3
201;165;244;19;3
201;164;245;21;3
200;165;244;22;4
200;165;244;21;7
200;165;244;17;5
200;165;244;10;5
200;164;245;5;4
200;165;244;4;5
201;165;244;16;1
200;164;245;22;2
201;165;244;27;2
201;165;244;31;3
201;165;244;34;8
200;164;245;36;6
200;165;244;37;1
200;165;244;36;8
200;165;244;34;4
200;165;244;31;4
200;165;244;27;5
201;164;245;22;2
200;165;244;16;5
200;165;244;6;5
201;164;245;13;1
200;164;245;21;4
201;165;244;29;3
200;165;244;42;4
200;165;244;47;6
201;165;244;51;2
200;165;244;54;4
201;164;245;55;1
200;165;244;51;11
201;165;244;36;7
200;164;245;29;1
200;165;244;13;9
201;165;244;6;2
120;99;146;0;40
200;165;244;7;6
201;165;244;15;2
200;165;244;24;4
201;164;245;34;2
200;164;245;43;3
201;164;245;51;1
200;165;244;59;4
200;165;244;65;5
200;164;245;70;1
200;164;245;73;2
200;164;245;74;2
200;165;244;73;4
201;165;244;70;2
200;164;245;51;2
200;165;244;43;4
200;164;245;34;2
200;165;244;15;4
120;99;146;255;80
186;172;203;255;32
201;165;244;26;2
201;165;244;47;5
200;164;245;58;3
200;165;244;68;5
200;165;244;77;4
200;165;244;84;5
201;164;245;90;2
200;165;244;93;6
201;164;245;94;2
201;164;245;93;1
200;165;244;90;10
201;165;244;77;2
201;164;245;68;1
201;165;244;58;2
200;165;244;26;2
200;164;245;15;1
99;85;115;255;34
201;164;245;4;1
201;165;244;24;1
200;165;244;49;1
200;165;244;62;5
200;165;244;74;7
201;164;245;85;2
200;165;244;95;5
200;164;245;104;1
200;164;245;110;1
201;164;245;114;2
200;165;244;115;1
201;165;244;114;6
200;165;244;110;4
200;165;244;104;3
201;164;245;95;2
201;165;244;85;2
201;165;244;49;2
201;164;245;24;2
201;165;244;4;2
201;165;244;62;3
200;165;244;76;1
200;164;245;103;3
200;165;244;124;3
200;165;244;131;3
200;164;245;135;1
200;164;245;137;1
200;165;244;135;6
201;164;245;131;3
201;165;244;124;2
200;165;244;114;8
201;164;245;103;3
201;165;244;76;2
201;164;245;47;2
200;165;244;29;4
201;165;244;43;1
200;165;244;58;3
201;165;244;105;2
200;165;244;119;2
200;165;244;132;4
200;165;244;143;3
200;164;245;151;1
200;165;244;156;7
200;164;245;158;2
201;165;244;151;4
201;164;245;143;1
201;165;244;132;2
201;165;244;119;4
82;70;96;255;90
200;164;245;10;4
201;165;244;22;4
201;165;244;68;2
200;164;245;85;2
200;165;244;103;2
201;164;245;135;1
200;164;245;150;3
201;165;244;162;6
200;164;245;171;1
201;165;244;177;1
201;165;244;179;5
200;165;244;177;6
200;165;244;171;5
200;165;244;150;4
200;164;245;119;2
201;164;245;3;4
201;165;244;42;2
200;164;245;77;1
201;165;244;165;2
200;164;245;189;1
200;165;244;196;3
201;164;245;198;1
201;164;245;196;2
200;165;244;189;4
200;165;244;179;6
201;164;245;77;1
201;164;245;59;1
200;164;245;42;2
200;164;245;65;1
201;165;244;84;2
201;165;244;104;3
201;164;245;124;3
201;165;244;143;3
200;165;244;193;3
200;165;244;205;3
200;165;244;213;4
201;165;244;216;4
201;165;244;213;2
201;165;244;205;3
200;165;244;162;2
200;164;245;47;3
201;164;245;19;4
200;165;244;70;4
201;165;244;90;2
201;165;244;110;3
201;164;245;151;1
201;164;245;171;1
200;164;245;205;2
201;165;244;219;2
201;165;244;228;1
201;165;244;232;2
200;165;244;228;5
200;165;244;219;1
201;165;244;189;3
200;165;244;151;2
201;165;244;131;2
60;49;72;255;25
201;165;244;54;1
200;164;245;213;2
201;165;244;240;2
201;165;244;245;2
200;165;244;240;2
200;164;245;196;2
201;165;244;135;4
201;165;244;73;2
200;165;244;9;3
200;164;245;37;2
201;165;244;55;2
201;164;245;115;1
201;165;244;137;1
200;165;244;198;2
200;164;245;232;1
200;165;244;245;1
200;165;244;255;1
200;165;244;232;1
201;165;244;198;1
200;165;244;158;2
200;165;244;137;2
201;165;244;115;1
201;165;244;94;1
200;165;244;55;1
201;164;245;37;1
201;164;245;36;3
200;164;245;54;1
201;165;244;156;1
200;164;245;177;1
201;164;245;245;1
200;164;245;228;2
201;164;245;54;2
201;165;244;21;2
200;164;245;219;1
201;164;245;65;1
201;165;244;193;1
200;164;245;84;1
201;165;244;65;1
200;164;245;27;1
200;164;245;59;1
200;164;245;132;2
200;165;244;165;1
201;165;244;196;1
201;164;245;165;1
201;165;244;59;2
201;164;245;10;1
201;165;244;150;1
201;165;244;171;1
200;164;245;179;1
201;164;245;16;1
200;165;244;105;1
200;164;245;143;1
200;164;245;105;1
200;164;245;90;2
201;165;244;74;3
201;165;244;5;2
60;49;72;0;3
200;164;245;76;1
201;165;244;1;2
200;164;245;49;1
200;165;244;85;2
201;165;243;104;1
200;164;245;115;1
200;164;245;95;1
201;165;244;93;1
200;164;245;94;1
201;164;245;15;1
200;164;245;24;1
201;164;245;70;1
200;164;245;13;2
200;164;245;6;1
200;164;245;31;1
200;164;245;16;1
201;164;245;5;2
200;165;244;19;1
74;74;74;0;37
60;60;60;255;23
50;50;50;255;45
36;36;36;0;1
255;102;0;255;20822
90;111;87;255;493
63;72;62;255;257
111;135;110;255;259
45;51;44;255;220
80;45;38;255;240
57;32;27;255;120
40;22;19;255;114
23;12;10;255;114
165;109;70;255;310
195;149;106;255;249
225;202;181;255;23
124;79;48;255;154
54;56;41;255;42
76;45;24;255;43
255;255;255;130;16
171;160;0;255;91
130;123;0;255;36
249;240;82;255;622
2;2;0;0;8
151;151;151;0;1
99;99;99;0;1
171;160;0;0;2
10;0;0;255;16
66;48;37;255;81
88;64;50;255;133
255;191;206;255;60
253;253;253;130;8
0;0;255;255;42
115;60;55;255;87
208;26;26;255;83
123;93;47;255;88
118;75;51;255;52
230;136;136;255;52
213;168;117;255;28
181;141;99;255;66
220;201;181;255;51
52;38;24;255;47
115;85;54;255;11
107;40;29;255;4
76;55;52;255;55
112;81;68;255;11
158;100;64;255;23
109;92;84;255;49
181;137;99;255;1
122;121;122;255;1
153;77;65;255;1
0;89;82;255;34
0;116;107;255;79
180;229;225;255;52
105;203;196;255;8
236;206;124;255;27
249;212;126;255;23
255;186;26;255;81
160;112;1;255;46
230;165;14;255;24
130;91;0;255;22
107;75;0;255;8
255;186;26;0;170
160;112;1;0;44
250;214;131;255;1
43;39;46;255;182
115;63;63;255;114
146;74;74;255;108
247;231;135;255;5
181;107;107;255;201
132;119;119;255;127
235;223;223;255;66
68;97;57;255;6
151;169;129;255;9
148;127;71;255;30
148;139;91;255;15
100;108;88;255;4
46;65;99;255;12
87;43;43;255;30
141;27;27;255;18
103;5;5;255;222
163;130;105;255;114
91;74;65;255;30
113;86;157;255;120
122;100;88;255;30
107;96;106;255;63
102;80;76;255;176
133;105;99;255;179
73;57;54;255;69
167;85;82;255;22
70;70;70;0;317
54;54;54;0;329
63;45;28;0;961
153;134;117;255;1732
119;103;87;255;424
41;31;16;255;1125
74;54;35;255;5
68;49;32;255;72
65;46;30;255;160
54;40;24;255;10
62;45;29;255;20
44;33;18;255;5
189;131;84;0;24
153;105;67;0;72
164;109;108;255;513
192;153;152;255;568
144;115;114;255;64
108;86;85;255;33
123;82;81;255;88
172;86;85;255;36
156;61;61;255;7
139;76;75;255;320
173;138;137;255;36
208;115;114;255;8
182;115;114;255;1
104;57;56;255;16
187;82;81;255;2
120;55;53;255;14
92;61;61;255;2
156;111;110;255;2
3;3;3;255;2426
179;179;179;0;187
209;166;59;255;241
222;192;116;255;166
78;61;19;255;132
110;86;26;255;198
130;202;156;255;34
66;66;66;255;157
89;138;107;255;14
53;44;44;255;309
79;65;65;255;623
37;31;31;255;77
110;95;95;255;1091
6;5;2;255;46
127;116;116;255;204
102;86;86;255;281
60;49;49;255;29
46;37;37;255;25
167;145;88;255;1
63;55;55;255;23
83;72;72;255;16
59;46;15;255;3
96;88;88;255;6
40;34;34;255;16
126;109;67;255;7
118;94;34;255;6
63;49;16;255;3
6;2;2;255;2
45;35;12;255;3
31;26;26;255;5
73;67;67;255;5
157;125;45;255;2
77;65;65;255;6
58;49;49;255;9
83;65;20;255;1
47;39;51;0;65
2;2;5;255;840
136;129;141;0;20
53;41;43;255;479
71;57;60;255;1450
92;72;76;255;544
52;42;43;255;205
33;26;35;255;220
62;50;52;255;5
57;46;48;255;115
54;43;45;255;180
31;24;33;255;175
62;49;52;255;120
214;80;75;255;1
163;48;44;255;1
163;115;7;255;38
223;203;0;255;73
148;233;255;64;24
163;87;171;255;33
149;81;79;255;68
102;55;54;255;25
231;221;158;255;60
205;196;113;255;26
102;59;55;255;132
144;91;86;255;103
122;74;70;255;29
61;36;33;255;52
177;111;105;255;24
59;38;30;255;9
86;65;52;255;6
85;64;51;255;3
113;91;72;255;6
79;42;5;255;20
103;55;7;255;56
89;67;17;255;51
73;55;14;255;45
57;42;10;255;79
90;152;64;255;13
64;107;45;255;72
48;80;34;255;40
226;112;112;255;34
243;186;186;255;16
84;22;22;255;7
184;75;75;255;22
78;42;42;255;2
63;99;141;255;55
48;69;95;255;13
69;69;69;255;81
191;93;93;255;53
131;55;55;255;42
92;38;38;255;7
106;54;104;255;9
160;82;157;255;4
73;37;72;255;7
53;27;52;255;3
65;0;0;255;5
102;71;71;255;44
141;98;98;255;36
178;128;128;255;130
87;48;41;255;20
118;60;46;255;40
153;92;77;255;29
195;115;115;255;12
91;29;29;255;11
39;33;33;255;63
40;35;35;255;30
70;61;61;255;96
177;177;177;255;32
91;91;91;255;7
35;0;0;255;12
56;36;24;255;29
74;48;32;255;16
38;45;35;255;33
52;62;48;255;38
78;29;29;255;55
185;45;45;255;10
129;31;31;255;8
178;138;97;255;11
226;195;160;255;14
143;86;86;255;33
190;146;124;255;20
217;191;178;255;20
170;113;84;255;7
63;38;38;255;13
157;137;128;255;158
181;181;181;255;21
208;173;0;255;30
44;32;27;255;32
99;73;63;255;31
99;73;63;0;1
103;151;155;255;6
179;175;117;255;76
75;55;47;255;77
97;71;61;255;51
45;94;124;255;19
32;68;90;255;1
39;147;35;255;6
243;119;0;255;2
195;161;140;255;22
222;203;191;255;72
191;156;134;255;51
205;178;160;255;10
185;163;150;255;32
197;176;163;255;19
186;145;123;255;12
208;178;161;255;32
184;138;117;255;1
157;129;113;255;6
161;137;122;255;2
200;161;142;255;2
208;169;153;255;16
191;171;164;255;14
189;171;138;255;6
171;124;95;255;3
218;189;189;255;18
65;54;54;255;50
174;110;110;255;11
179;223;75;255;16
231;46;0;255;39
165;124;124;255;3
168;0;0;255;2
247;223;123;255;14
216;185;60;255;13
48;0;0;0;113
48;0;0;255;117
232;213;213;255;49
209;172;172;255;30
186;35;35;255;14
153;0;0;255;18
0;34;15;0;375
40;40;40;255;9
225;156;0;255;52
255;204;87;255;53
255;229;169;255;16
165;114;0;255;13
112;106;103;255;24
227;217;204;255;16
83;71;65;255;85
115;115;115;255;32
17;76;42;255;20
39;114;71;255;55
51;150;94;255;41
189;179;133;255;34
228;224;205;255;46
137;126;74;255;16
57;28;0;0;170
57;28;0;255;56
242;96;96;255;10
56;173;149;255;20
28;90;77;255;11
44;138;118;255;7
38;118;102;255;8
59;29;4;255;10
194;140;47;255;24
140;106;68;255;23
105;80;51;255;7
37;35;35;255;44
83;71;65;0;31
161;194;151;255;1
185;216;177;255;9
247;241;131;255;9
234;109;0;255;19
182;173;0;255;8
255;255;196;255;22
77;83;139;255;55
116;122;178;255;63
63;51;59;255;31
168;170;210;255;8
190;192;221;255;5
123;126;186;255;4
108;88;76;255;73
161;136;122;255;74
64;53;45;255;32
211;166;133;255;131
232;211;196;255;51
149;109;93;255;91
45;45;69;255;25
88;56;75;255;85
120;77;103;255;27
66;65;100;255;37
31;31;48;255;4
59;38;50;255;6
102;74;63;255;25
0;203;203;255;40
0;131;131;255;72
199;178;153;127;81
113;0;4;255;16
154;1;6;255;11
72;0;2;255;11
77;113;0;255;16
105;154;1;255;11
49;72;0;255;11
117;117;117;127;27
47;47;47;255;16
31;31;31;0;4
176;176;176;127;27
137;137;137;0;4
22;22;22;255;49
207;83;51;0;4
175;43;25;255;37
207;83;51;255;46
231;169;153;255;5
144;4;0;255;19
216;214;169;255;3
255;247;109;255;28
255;250;155;255;8
175;172;109;255;4
50;30;10;255;17
69;41;14;255;27
71;42;15;255;18
255;235;84;255;37
255;255;168;255;46
239;196;55;255;41
183;176;176;255;15
183;176;176;0;2
119;119;119;0;1
81;60;52;255;2
167;165;157;255;68
219;217;208;255;38
130;128;123;255;53
239;199;105;255;4
183;152;80;255;4
169;175;107;255;2
128;137;48;255;15
175;133;96;255;9
211;178;150;255;20
127;83;44;255;11
96;96;33;255;50
81;81;28;255;6
127;96;70;255;2
66;99;137;255;20
120;157;204;255;8
193;173;135;255;25
247;247;247;255;5
234;231;197;255;9
